stay_date,room_nights,occupied_apartments,apartment_bed_rate_pairs,avg_bed_rate,sum_bed_rate,occupancy_rate
2024-07-18,36,"[11, 5, 6, 0, 1, 3, 7, 8, 9, 12, 2, 4]","[(11, 191717), (5, 106176), (6, 106158), (0, 126238), (1, 245582), (3, 98945), (7, 161710), (8, 273158), (9, 156156), (12, 126535), (2, 184983), (4, 108662)]",157168,1886020,0.6316
2024-07-19,39,"[5, 1, 7, 8, 9, 12, 2, 4, 6, 3, 11, 0]","[(5, 106176), (1, 245582), (7, 161710), (8, 273158), (9, 156156), (12, 126535), (2, 184983), (4, 108662), (6, 234255), (3, 127074), (11, 133384), (0, 176954)]",169552,2034629,0.6842
2024-07-20,35,"[1, 8, 12, 2, 4, 6, 3, 11, 0, 5, 7, 9]","[(1, 245582), (8, 273158), (12, 126535), (2, 184983), (4, 108662), (6, 234255), (3, 127074), (11, 133384), (0, 176954), (5, 135056), (7, 363067), (9, 156914)]",188802,2265624,0.614
2024-07-21,31,"[1, 2, 4, 6, 3, 11, 0, 5, 7, 9]","[(1, 245582), (2, 184983), (4, 108662), (6, 234255), (3, 127074), (11, 133384), (0, 176954), (5, 135056), (7, 363067), (9, 156914)]",186593,1865931,0.5439
2024-07-22,34,"[9, 6, 2, 0, 5, 3, 4, 7, 8, 11]","[(9, 156914), (6, 95041), (2, 106920), (0, 167232), (5, 108972), (3, 117685), (4, 118652), (7, 109618), (8, 415747), (11, 108932)]",150571,1505713,0.5965
2024-07-23,38,"[6, 2, 0, 5, 3, 4, 7, 8, 11, 9, 1]","[(6, 95041), (2, 106920), (0, 167232), (5, 108972), (3, 117685), (4, 118652), (7, 109618), (8, 415747), (11, 108932), (9, 152991), (1, 180943)]",152976,1682733,0.6667
2024-07-24,36,"[0, 5, 3, 4, 7, 8, 11, 9, 1, 2, 6]","[(0, 167232), (5, 108972), (3, 117685), (4, 118652), (7, 109618), (8, 415747), (11, 108932), (9, 152991), (1, 180943), (2, 130792), (6, 127807)]",158125,1739371,0.6316
2024-07-25,35,"[7, 8, 11, 9, 1, 2, 6, 3, 5, 4]","[(7, 109618), (8, 415747), (11, 108932), (9, 152991), (1, 180943), (2, 130792), (6, 127807), (3, 148956), (5, 143106), (4, 137154)]",165605,1656046,0.614
2024-07-26,38,"[8, 11, 1, 6, 3, 5, 4, 2, 9, 7, 0]","[(8, 415747), (11, 108932), (1, 180943), (6, 127807), (3, 148956), (5, 143106), (4, 137154), (2, 105396), (9, 145048), (7, 222793), (0, 194562)]",175495,1930444,0.6667
2024-07-27,38,"[11, 3, 5, 4, 2, 9, 7, 0, 6, 8, 1]","[(11, 108932), (3, 148956), (5, 143106), (4, 137154), (2, 105396), (9, 145048), (7, 222793), (0, 194562), (6, 155891), (8, 187738), (1, 121143)]",151884,1670719,0.6667
2024-07-28,31,"[11, 4, 9, 7, 0, 2, 5, 1, 3, 8]","[(11, 108932), (4, 137154), (9, 145048), (7, 222793), (0, 194562), (2, 140620), (5, 124051), (1, 217486), (3, 100218), (8, 248402)]",163927,1639266,0.5439
2024-07-29,24,"[4, 2, 5, 1, 3, 8, 9, 11]","[(4, 137154), (2, 140620), (5, 124051), (1, 217486), (3, 100218), (8, 248402), (9, 128687), (11, 106688)]",150413,1203306,0.4211
2024-07-30,20,"[4, 5, 1, 3, 8, 9, 11, 0]","[(4, 137154), (5, 124051), (1, 217486), (3, 100218), (8, 248402), (9, 128687), (11, 106688), (0, 334464)]",174644,1397150,0.3509
2024-07-31,17,"[8, 9, 11, 0, 3, 4, 1]","[(8, 248402), (9, 128687), (11, 106688), (0, 334464), (3, 126795), (4, 150606), (1, 228057)]",189100,1323699,0.2982
2024-08-01,20,"[8, 11, 0, 3, 4, 1, 6, 7, 9]","[(8, 248402), (11, 106688), (0, 334464), (3, 126795), (4, 150606), (1, 228057), (6, 233511), (7, 224374), (9, 249286)]",211354,1902183,0.3509
2024-08-02,27,"[8, 4, 1, 6, 7, 9, 2, 3, 5, 12, 0]","[(8, 248402), (4, 150606), (1, 228057), (6, 233511), (7, 224374), (9, 249286), (2, 95264), (3, 133937), (5, 293882), (12, 116682), (0, 188194)]",196563,2162195,0.4737
2024-08-03,27,"[8, 4, 1, 6, 7, 9, 2, 3, 5, 12, 0]","[(8, 248402), (4, 150606), (1, 228057), (6, 233511), (7, 224374), (9, 249286), (2, 95264), (3, 133937), (5, 293882), (12, 116682), (0, 188194)]",196563,2162195,0.4737
2024-08-04,27,"[1, 9, 3, 5, 12, 0, 8, 2, 6, 7, 4]","[(1, 228057), (9, 249286), (3, 133937), (5, 293882), (12, 116682), (0, 188194), (8, 122872), (2, 104104), (6, 143230), (7, 182552), (4, 259309)]",183828,2022105,0.4737
2024-08-05,26,"[1, 0, 8, 2, 6, 7, 4, 9, 5, 3]","[(1, 228057), (0, 188194), (8, 122872), (2, 104104), (6, 143230), (7, 182552), (4, 259309), (9, 163030), (5, 122846), (3, 126836)]",164103,1641030,0.4561
2024-08-06,32,"[1, 0, 2, 6, 7, 4, 9, 5, 3, 8, 11, 12]","[(1, 228057), (0, 188194), (2, 104104), (6, 143230), (7, 182552), (4, 259309), (9, 163030), (5, 122846), (3, 126836), (8, 141334), (11, 113603), (12, 197890)]",164249,1970985,0.5614
2024-08-07,23,"[1, 0, 6, 7, 4, 5, 3, 12, 8, 11]","[(1, 228057), (0, 188194), (6, 143230), (7, 182552), (4, 259309), (5, 122846), (3, 126836), (12, 197890), (8, 205140), (11, 211648)]",186570,1865702,0.4035
2024-08-08,28,"[0, 4, 12, 11, 7, 2, 9, 3, 5, 1, 8]","[(0, 188194), (4, 259309), (12, 197890), (11, 211648), (7, 228315), (2, 144178), (9, 188439), (3, 239987), (5, 149350), (1, 106382), (8, 643293)]",232453,2556985,0.4912
2024-08-09,35,"[0, 4, 11, 7, 2, 9, 3, 5, 1, 8, 12, 6]","[(0, 188194), (4, 259309), (11, 211648), (7, 228315), (2, 144178), (9, 188439), (3, 239987), (5, 149350), (1, 106382), (8, 643293), (12, 113528), (6, 152836)]",218788,2625459,0.614
2024-08-10,31,"[4, 9, 3, 5, 1, 8, 12, 6, 11, 2, 0, 7]","[(4, 259309), (9, 188439), (3, 239987), (5, 149350), (1, 106382), (8, 643293), (12, 113528), (6, 152836), (11, 128701), (2, 172400), (0, 271996), (7, 111959)]",211515,2538180,0.5439
2024-08-11,21,"[8, 12, 6, 11, 2, 0, 7, 3]","[(8, 643293), (12, 113528), (6, 152836), (11, 128701), (2, 172400), (0, 271996), (7, 111959), (3, 126424)]",215142,1721137,0.3684
2024-08-12,20,"[8, 6, 2, 0, 7, 3, 11]","[(8, 643293), (6, 152836), (2, 172400), (0, 271996), (7, 111959), (3, 126424), (11, 101840)]",225821,1580748,0.3509
2024-08-13,29,"[8, 6, 3, 11, 2, 5, 0, 4, 1, 9]","[(8, 643293), (6, 152836), (3, 126424), (11, 101840), (2, 89909), (5, 129454), (0, 214083), (4, 289840), (1, 258350), (9, 143645)]",214967,2149674,0.5088
2024-08-14,30,"[8, 6, 11, 5, 0, 4, 1, 9, 2, 3, 12]","[(8, 643293), (6, 152836), (11, 101840), (5, 129454), (0, 214083), (4, 289840), (1, 258350), (9, 143645), (2, 750731), (3, 149382), (12, 132676)]",269648,2966130,0.5263
2024-08-15,26,"[8, 11, 0, 4, 1, 9, 2, 3, 12, 7, 5]","[(8, 643293), (11, 101840), (0, 214083), (4, 289840), (1, 258350), (9, 143645), (2, 750731), (3, 149382), (12, 132676), (7, 237322), (5, 125212)]",276943,3046374,0.4561
2024-08-16,25,"[8, 4, 1, 9, 3, 12, 7, 5, 0, 6, 2]","[(8, 643293), (4, 289840), (1, 258350), (9, 143645), (3, 149382), (12, 132676), (7, 237322), (5, 125212), (0, 189356), (6, 238767), (2, 127976)]",230529,2535819,0.4386
2024-08-17,24,"[8, 1, 9, 12, 7, 5, 0, 6, 2, 3]","[(8, 643293), (1, 258350), (9, 143645), (12, 132676), (7, 237322), (5, 125212), (0, 189356), (6, 238767), (2, 127976), (3, 149382)]",224598,2245979,0.4211
2024-08-18,22,"[9, 12, 5, 6, 2, 3, 0, 1, 8, 4]","[(9, 143645), (12, 132676), (5, 125212), (6, 238767), (2, 127976), (3, 149382), (0, 167883), (1, 304420), (8, 377746), (4, 241863)]",200957,2009570,0.386
2024-08-19,14,"[9, 12, 5, 3, 1, 8, 4, 0]","[(9, 143645), (12, 132676), (5, 125212), (3, 149382), (1, 304420), (8, 377746), (4, 241863), (0, 289695)]",220580,1764639,0.2456
2024-08-20,13,"[9, 5, 8, 4, 0, 12, 7]","[(9, 143645), (5, 125212), (8, 377746), (4, 241863), (0, 289695), (12, 101120), (7, 156467)]",205107,1435748,0.2281
2024-08-21,17,"[5, 8, 4, 0, 12, 7, 6, 1]","[(5, 125212), (8, 377746), (4, 241863), (0, 289695), (12, 101120), (7, 156467), (6, 174148), (1, 138012)]",200533,1604263,0.2982
2024-08-22,25,"[8, 4, 0, 7, 6, 1, 9, 3, 5, 2]","[(8, 377746), (4, 241863), (0, 289695), (7, 156467), (6, 174148), (1, 138012), (9, 256816), (3, 150131), (5, 145444), (2, 113781)]",204410,2044103,0.4386
2024-08-23,32,"[8, 4, 0, 7, 6, 1, 9, 3, 5, 2, 11, 12]","[(8, 377746), (4, 241863), (0, 289695), (7, 156467), (6, 174148), (1, 138012), (9, 256816), (3, 150131), (5, 145444), (2, 113781), (11, 133213), (12, 96968)]",189524,2274284,0.5614
2024-08-24,36,"[7, 6, 1, 9, 3, 5, 2, 11, 12, 8, 0, 4]","[(7, 156467), (6, 174148), (1, 138012), (9, 256816), (3, 150131), (5, 145444), (2, 113781), (11, 133213), (12, 96968), (8, 122872), (0, 107367), (4, 70995)]",138851,1666214,0.6316
2024-08-25,29,"[7, 1, 3, 5, 2, 12, 8, 0, 4, 11]","[(7, 156467), (1, 138012), (3, 150131), (5, 145444), (2, 113781), (12, 96968), (8, 122872), (0, 107367), (4, 70995), (11, 97594)]",119963,1199631,0.5088
2024-08-26,26,"[1, 2, 12, 4, 11, 6, 5, 0, 8]","[(1, 138012), (2, 113781), (12, 96968), (4, 70995), (11, 97594), (6, 91620), (5, 124362), (0, 121032), (8, 193198)]",116396,1047562,0.4561
2024-08-27,18,"[1, 12, 11, 6, 5, 0, 8]","[(1, 138012), (12, 96968), (11, 97594), (6, 91620), (5, 124362), (0, 121032), (8, 193198)]",123255,862786,0.3158
2024-08-28,11,"[6, 5, 0, 8, 1]","[(6, 91620), (5, 124362), (0, 121032), (8, 193198), (1, 146298)]",135302,676510,0.193
2024-08-29,26,"[5, 0, 8, 1, 4, 7, 2, 9, 11, 12, 3]","[(5, 124362), (0, 121032), (8, 193198), (1, 146298), (4, 162443), (7, 112167), (2, 139912), (9, 134213), (11, 152322), (12, 189034), (3, 76459)]",141040,1551440,0.4561
2024-08-30,28,"[8, 4, 7, 2, 9, 11, 12, 3, 6, 5]","[(8, 193198), (4, 162443), (7, 112167), (2, 139912), (9, 134213), (11, 152322), (12, 189034), (3, 76459), (6, 114562), (5, 165012)]",143932,1439322,0.4912
2024-08-31,30,"[8, 2, 9, 11, 12, 3, 6, 5, 4, 1, 7]","[(8, 193198), (2, 139912), (9, 134213), (11, 152322), (12, 189034), (3, 76459), (6, 114562), (5, 165012), (4, 88989), (1, 124787), (7, 160445)]",139903,1538933,0.5263
2024-09-01,20,"[8, 12, 3, 5, 4, 1, 7, 0, 6, 9]","[(8, 193198), (12, 189034), (3, 76459), (5, 165012), (4, 88989), (1, 124787), (7, 160445), (0, 355287), (6, 306391), (9, 147103)]",180670,1806705,0.3509
2024-09-02,20,"[8, 3, 4, 1, 7, 0, 6, 9, 11]","[(8, 193198), (3, 76459), (4, 88989), (1, 124787), (7, 160445), (0, 355287), (6, 306391), (9, 147103), (11, 115640)]",174255,1568299,0.3509
2024-09-03,21,"[3, 4, 1, 7, 6, 9, 11, 12, 2]","[(3, 76459), (4, 88989), (1, 124787), (7, 160445), (6, 306391), (9, 147103), (11, 115640), (12, 211700), (2, 90839)]",146928,1322353,0.3684
2024-09-04,25,"[3, 1, 7, 9, 11, 12, 2, 5, 6, 8, 0]","[(3, 76459), (1, 124787), (7, 160445), (9, 147103), (11, 115640), (12, 211700), (2, 90839), (5, 137887), (6, 170672), (8, 492530), (0, 164954)]",172092,1893016,0.4386
2024-09-05,28,"[1, 7, 9, 11, 5, 6, 8, 0, 3, 2, 12]","[(1, 124787), (7, 160445), (9, 147103), (11, 115640), (5, 137887), (6, 170672), (8, 492530), (0, 164954), (3, 160353), (2, 108696), (12, 228633)]",182882,2011700,0.4912
2024-09-06,29,"[7, 9, 8, 0, 3, 2, 12, 5, 6, 1, 11, 4]","[(7, 160445), (9, 147103), (8, 492530), (0, 164954), (3, 160353), (2, 108696), (12, 228633), (5, 258908), (6, 149514), (1, 212084), (11, 231212), (4, 118003)]",202703,2432435,0.5088
2024-09-07,30,"[7, 9, 0, 2, 12, 5, 6, 1, 11, 4, 8, 3]","[(7, 160445), (9, 147103), (0, 164954), (2, 108696), (12, 228633), (5, 258908), (6, 149514), (1, 212084), (11, 231212), (4, 118003), (8, 301497), (3, 128379)]",184119,2209428,0.5263
2024-09-08,22,"[9, 6, 1, 11, 4, 8, 3, 5, 7, 0]","[(9, 147103), (6, 149514), (1, 212084), (11, 231212), (4, 118003), (8, 301497), (3, 128379), (5, 124362), (7, 103518), (0, 126108)]",164178,1641780,0.386
2024-09-09,20,"[1, 11, 4, 8, 3, 5, 7, 0, 9, 6]","[(1, 212084), (11, 231212), (4, 118003), (8, 301497), (3, 128379), (5, 124362), (7, 103518), (0, 126108), (9, 255951), (6, 173300)]",177441,1774414,0.3509
2024-09-10,20,"[4, 3, 5, 7, 0, 9, 6, 8, 1, 12]","[(4, 118003), (3, 128379), (5, 124362), (7, 103518), (0, 126108), (9, 255951), (6, 173300), (8, 251545), (1, 116737), (12, 115492)]",151340,1513395,0.3509
2024-09-11,27,"[3, 5, 7, 0, 9, 6, 8, 1, 12, 11, 2]","[(3, 128379), (5, 124362), (7, 103518), (0, 126108), (9, 255951), (6, 173300), (8, 251545), (1, 116737), (12, 115492), (11, 126488), (2, 194618)]",156045,1716498,0.4737
2024-09-12,29,"[3, 0, 6, 12, 11, 2, 7, 9, 5, 4]","[(3, 128379), (0, 126108), (6, 173300), (12, 115492), (11, 126488), (2, 194618), (7, 131406), (9, 187075), (5, 270590), (4, 142321)]",159578,1595777,0.5088
2024-09-13,33,"[3, 6, 12, 11, 2, 7, 9, 5, 4, 8, 0, 1]","[(3, 128379), (6, 173300), (12, 115492), (11, 126488), (2, 194618), (7, 131406), (9, 187075), (5, 270590), (4, 142321), (8, 227283), (0, 189356), (1, 225387)]",175975,2111695,0.5789
2024-09-14,31,"[6, 12, 11, 2, 9, 5, 4, 8, 0, 1, 3, 7]","[(6, 173300), (12, 115492), (11, 126488), (2, 194618), (9, 187075), (5, 270590), (4, 142321), (8, 227283), (0, 189356), (1, 225387), (3, 92579), (7, 115845)]",171694,2060334,0.5439
2024-09-15,24,"[6, 12, 4, 1, 3, 7, 5, 0, 8, 9]","[(6, 173300), (12, 115492), (4, 142321), (1, 225387), (3, 92579), (7, 115845), (5, 137887), (0, 208878), (8, 263314), (9, 120135)]",159514,1595138,0.4211
2024-09-16,25,"[6, 4, 1, 5, 0, 8, 9, 7, 2, 12, 3]","[(6, 173300), (4, 142321), (1, 225387), (5, 137887), (0, 208878), (8, 263314), (9, 120135), (7, 115845), (2, 124657), (12, 80121), (3, 138860)]",157337,1730705,0.4386
2024-09-17,28,"[6, 0, 8, 9, 7, 2, 12, 3, 1, 5, 4, 11]","[(6, 173300), (0, 208878), (8, 263314), (9, 120135), (7, 115845), (2, 124657), (12, 80121), (3, 138860), (1, 146298), (5, 137915), (4, 141272), (11, 175309)]",152159,1825904,0.4912
2024-09-18,28,"[6, 0, 8, 9, 2, 12, 3, 1, 5, 4, 11, 7]","[(6, 173300), (0, 208878), (8, 263314), (9, 120135), (2, 124657), (12, 80121), (3, 138860), (1, 146298), (5, 137915), (4, 141272), (11, 175309), (7, 202872)]",159411,1912931,0.4912
2024-09-19,30,"[6, 8, 9, 12, 3, 5, 4, 11, 7, 1, 2, 0]","[(6, 173300), (8, 263314), (9, 120135), (12, 80121), (3, 138860), (5, 137915), (4, 141272), (11, 175309), (7, 202872), (1, 223879), (2, 153423), (0, 180876)]",165940,1991276,0.5263
2024-09-20,31,"[8, 9, 3, 5, 4, 11, 7, 1, 2, 0, 12, 6]","[(8, 263314), (9, 120135), (3, 138860), (5, 137915), (4, 141272), (11, 175309), (7, 202872), (1, 223879), (2, 153423), (0, 180876), (12, 143878), (6, 203709)]",173787,2085442,0.5439
2024-09-21,29,"[1, 2, 0, 12, 6, 5, 11, 8, 3, 7, 4, 9]","[(1, 223879), (2, 153423), (0, 180876), (12, 143878), (6, 203709), (5, 189032), (11, 265931), (8, 177978), (3, 141424), (7, 146130), (4, 131014), (9, 169463)]",177228,2126737,0.5088
2024-09-22,26,"[1, 2, 0, 12, 6, 8, 3, 7, 4, 9, 5]","[(1, 223879), (2, 153423), (0, 180876), (12, 143878), (6, 203709), (8, 177978), (3, 141424), (7, 146130), (4, 131014), (9, 169463), (5, 257740)]",175410,1929514,0.4561
2024-09-23,21,"[0, 3, 7, 4, 9, 5, 2, 8, 6]","[(0, 180876), (3, 141424), (7, 146130), (4, 131014), (9, 169463), (5, 257740), (2, 72076), (8, 238354), (6, 222877)]",173328,1559954,0.3684
2024-09-24,17,"[0, 9, 5, 2, 8, 6, 7]","[(0, 180876), (9, 169463), (5, 257740), (2, 72076), (8, 238354), (6, 222877), (7, 110608)]",178856,1251994,0.2982
2024-09-25,20,"[0, 9, 2, 8, 6, 7, 4, 1, 5]","[(0, 180876), (9, 169463), (2, 72076), (8, 238354), (6, 222877), (7, 110608), (4, 222208), (1, 265043), (5, 297898)]",197711,1779403,0.3509
2024-09-26,28,"[9, 8, 6, 7, 4, 1, 5, 12, 11, 3, 2]","[(9, 169463), (8, 238354), (6, 222877), (7, 110608), (4, 222208), (1, 265043), (5, 297898), (12, 147530), (11, 170690), (3, 132141), (2, 98908)]",188702,2075720,0.4912
2024-09-27,25,"[6, 1, 5, 12, 11, 3, 2, 9, 8, 4]","[(6, 222877), (1, 265043), (5, 297898), (12, 147530), (11, 170690), (3, 132141), (2, 98908), (9, 192117), (8, 565927), (4, 147428)]",224056,2240559,0.4386
2024-09-28,30,"[11, 3, 2, 9, 8, 4, 5, 1, 12, 6, 7]","[(11, 170690), (3, 132141), (2, 98908), (9, 192117), (8, 565927), (4, 147428), (5, 114618), (1, 140274), (12, 104299), (6, 144361), (7, 174502)]",180479,1985265,0.5263
2024-09-29,18,"[8, 4, 5, 1, 12, 6, 7, 9]","[(8, 565927), (4, 147428), (5, 114618), (1, 140274), (12, 104299), (6, 144361), (7, 174502), (9, 100674)]",186510,1492083,0.3158
2024-09-30,16,"[4, 6, 7, 9, 12, 1, 8]","[(4, 147428), (6, 144361), (7, 174502), (9, 100674), (12, 77528), (1, 345061), (8, 232554)]",174587,1222108,0.2807
2024-10-01,17,"[4, 9, 12, 1, 8, 6, 5, 3]","[(4, 147428), (9, 100674), (12, 77528), (1, 345061), (8, 232554), (6, 127725), (5, 182384), (3, 105226)]",164822,1318580,0.2982
2024-10-02,20,"[9, 12, 1, 8, 5, 3, 6, 2]","[(9, 100674), (12, 77528), (1, 345061), (8, 232554), (5, 182384), (3, 105226), (6, 119619), (2, 294150)]",182150,1457196,0.3509
2024-10-03,38,"[8, 3, 6, 2, 0, 1, 7, 9, 11, 5, 4, 12]","[(8, 232554), (3, 105226), (6, 119619), (2, 294150), (0, 174018), (1, 185731), (7, 234952), (9, 183190), (11, 113473), (5, 379419), (4, 124796), (12, 175803)]",193578,2322931,0.6667
2024-10-04,38,"[3, 6, 2, 1, 7, 9, 11, 5, 4, 12, 0, 8]","[(3, 105226), (6, 119619), (2, 294150), (1, 185731), (7, 234952), (9, 183190), (11, 113473), (5, 379419), (4, 124796), (12, 175803), (0, 227004), (8, 247362)]",199227,2390725,0.6667
2024-10-05,36,"[3, 6, 2, 7, 9, 11, 5, 4, 12, 8, 0, 1]","[(3, 105226), (6, 119619), (2, 294150), (7, 234952), (9, 183190), (11, 113473), (5, 379419), (4, 124796), (12, 175803), (8, 247362), (0, 208226), (1, 595621)]",231820,2781837,0.6316
2024-10-06,15,"[3, 2, 0, 1, 5, 8, 7]","[(3, 105226), (2, 294150), (0, 208226), (1, 595621), (5, 99558), (8, 119080), (7, 127892)]",221393,1549753,0.2632
2024-10-07,22,"[3, 0, 1, 5, 8, 7, 4, 2, 6, 11]","[(3, 105226), (0, 208226), (1, 595621), (5, 99558), (8, 119080), (7, 127892), (4, 128004), (2, 89054), (6, 177017), (11, 110750)]",176043,1760428,0.386
2024-10-08,25,"[3, 1, 7, 4, 2, 6, 11, 9, 12, 0, 8]","[(3, 105226), (1, 595621), (7, 127892), (4, 128004), (2, 89054), (6, 177017), (11, 110750), (9, 106220), (12, 88682), (0, 163490), (8, 256192)]",177104,1948148,0.4386
2024-10-09,22,"[3, 6, 11, 9, 12, 0, 8, 4, 1, 5]","[(3, 105226), (6, 177017), (11, 110750), (9, 106220), (12, 88682), (0, 163490), (8, 256192), (4, 214734), (1, 147432), (5, 145554)]",151530,1515297,0.386
2024-10-10,28,"[11, 7, 3, 9, 12, 0, 8, 4, 1, 5, 2]","[(11, 162733), (7, 185591), (3, 105226), (9, 106220), (12, 88682), (0, 163490), (8, 256192), (4, 214734), (1, 147432), (5, 145554), (2, 159055)]",157719,1734909,0.4912
2024-10-11,35,"[11, 7, 9, 12, 4, 6, 3, 0, 8, 1, 5, 2]","[(11, 162733), (7, 185591), (9, 240390), (12, 124564), (4, 129522), (6, 119619), (3, 105226), (0, 163490), (8, 256192), (1, 147432), (5, 145554), (2, 159055)]",161614,1939368,0.614
2024-10-12,35,"[11, 7, 9, 12, 4, 6, 1, 0, 3, 8, 5, 2]","[(11, 162733), (7, 185591), (9, 240390), (12, 124564), (4, 129522), (6, 119619), (1, 293822), (0, 157732), (3, 105226), (8, 256192), (5, 145554), (2, 159055)]",173333,2080000,0.614
2024-10-13,31,"[7, 12, 4, 6, 1, 0, 9, 2, 11, 3, 8, 5]","[(7, 185591), (12, 124564), (4, 129522), (6, 119619), (1, 293822), (0, 157732), (9, 136091), (2, 132326), (11, 97643), (3, 105226), (8, 256192), (5, 145554)]",156990,1883882,0.5439
2024-10-14,30,"[6, 1, 0, 9, 2, 11, 12, 7, 4, 3, 8, 5]","[(6, 119619), (1, 293822), (0, 157732), (9, 136091), (2, 132326), (11, 97643), (12, 96770), (7, 119358), (4, 107832), (3, 105226), (8, 256192), (5, 145554)]",147347,1768165,0.5263
2024-10-15,21,"[1, 0, 9, 2, 11, 12, 7, 4, 5, 3]","[(1, 293822), (0, 157732), (9, 136091), (2, 132326), (11, 97643), (12, 96770), (7, 119358), (4, 107832), (5, 212558), (3, 105226)]",145936,1459358,0.3684
2024-10-16,25,"[1, 0, 2, 11, 7, 4, 5, 8, 6, 12, 3]","[(1, 293822), (0, 157732), (2, 132326), (11, 97643), (7, 119358), (4, 107832), (5, 212558), (8, 469254), (6, 129041), (12, 115594), (3, 105226)]",176399,1940386,0.4386
2024-10-17,30,"[11, 8, 6, 12, 7, 9, 4, 0, 5, 1, 2, 3]","[(11, 97643), (8, 469254), (6, 129041), (12, 115594), (7, 124750), (9, 459958), (4, 118987), (0, 187980), (5, 269672), (1, 438670), (2, 98433), (3, 105226)]",217934,2615208,0.5263
2024-10-18,30,"[8, 6, 12, 7, 9, 4, 0, 5, 1, 2, 11, 3]","[(8, 469254), (6, 129041), (12, 115594), (7, 124750), (9, 459958), (4, 118987), (0, 187980), (5, 269672), (1, 438670), (2, 98433), (11, 203690), (3, 105226)]",226771,2721255,0.5263
2024-10-19,31,"[6, 12, 7, 9, 4, 0, 5, 1, 2, 11, 8, 3]","[(6, 129041), (12, 115594), (7, 124750), (9, 459958), (4, 118987), (0, 187980), (5, 269672), (1, 438670), (2, 98433), (11, 203690), (8, 178508), (3, 105226)]",202542,2430509,0.5439
2024-10-20,24,"[5, 1, 2, 11, 8, 12, 7, 6, 4, 3]","[(5, 269672), (1, 438670), (2, 98433), (11, 203690), (8, 178508), (12, 79963), (7, 124322), (6, 88404), (4, 102486), (3, 105226)]",168937,1689374,0.4211
2024-10-21,19,"[2, 12, 7, 6, 4, 8, 5, 11]","[(2, 98433), (12, 79963), (7, 124322), (6, 88404), (4, 102486), (8, 251044), (5, 170978), (11, 142263)]",132237,1057893,0.3333
2024-10-22,21,"[2, 12, 7, 6, 4, 8, 5, 11, 1]","[(2, 98433), (12, 79963), (7, 124322), (6, 88404), (4, 102486), (8, 251044), (5, 170978), (11, 142263), (1, 220730)]",142069,1278623,0.3684
2024-10-23,22,"[2, 7, 6, 4, 5, 11, 1, 9, 8]","[(2, 98433), (7, 124322), (6, 88404), (4, 102486), (5, 170978), (11, 142263), (1, 220730), (9, 148362), (8, 208288)]",144918,1304266,0.386
2024-10-24,28,"[2, 5, 11, 1, 9, 8, 3, 4, 7, 6]","[(2, 98433), (5, 170978), (11, 142263), (1, 220730), (9, 148362), (8, 208288), (3, 101371), (4, 167576), (7, 188148), (6, 144271)]",159042,1590420,0.4912
2024-10-25,29,"[2, 11, 1, 8, 3, 4, 7, 6, 12, 5]","[(2, 98433), (11, 142263), (1, 220730), (8, 208288), (3, 101371), (4, 167576), (7, 188148), (6, 144271), (12, 150620), (5, 146563)]",156826,1568263,0.5088
2024-10-26,37,"[2, 8, 7, 6, 12, 5, 11, 9, 0, 4, 1, 3]","[(2, 98433), (8, 208288), (7, 188148), (6, 144271), (12, 150620), (5, 146563), (11, 180399), (9, 212317), (0, 176992), (4, 112901), (1, 136711), (3, 98094)]",154478,1853737,0.6491
2024-10-27,31,"[2, 8, 5, 9, 0, 4, 1, 3, 6, 11, 12]","[(2, 98433), (8, 208288), (5, 146563), (9, 212317), (0, 176992), (4, 112901), (1, 136711), (3, 98094), (6, 106716), (11, 136054), (12, 110100)]",140288,1543169,0.5439
2024-10-28,32,"[8, 5, 9, 0, 4, 1, 3, 6, 11, 12, 7, 2]","[(8, 208288), (5, 146563), (9, 212317), (0, 176992), (4, 112901), (1, 136711), (3, 98094), (6, 106716), (11, 136054), (12, 110100), (7, 279990), (2, 86591)]",150943,1811317,0.5614
2024-10-29,25,"[8, 3, 6, 11, 12, 7, 2, 9, 1]","[(8, 208288), (3, 98094), (6, 106716), (11, 136054), (12, 110100), (7, 279990), (2, 86591), (9, 128840), (1, 176807)]",147942,1331480,0.4386
2024-10-30,14,"[11, 12, 9, 1, 4, 0]","[(11, 136054), (12, 110100), (9, 128840), (1, 176807), (4, 138740), (0, 143676)]",139036,834217,0.2456
2024-10-31,32,"[12, 1, 4, 0, 3, 2, 7, 11, 9, 5, 8]","[(12, 110100), (1, 176807), (4, 138740), (0, 143676), (3, 116133), (2, 147915), (7, 142164), (11, 149012), (9, 173150), (5, 176082), (8, 288190)]",160179,1761969,0.5614
2024-11-01,36,"[1, 4, 0, 3, 2, 7, 11, 9, 5, 8, 12, 6]","[(1, 176807), (4, 138740), (0, 143676), (3, 116133), (2, 147915), (7, 142164), (11, 149012), (9, 173150), (5, 176082), (8, 288190), (12, 172930), (6, 177644)]",166870,2002443,0.6316
2024-11-02,36,"[1, 4, 0, 3, 2, 7, 11, 9, 5, 8, 12, 6]","[(1, 176807), (4, 138740), (0, 143676), (3, 116133), (2, 147915), (7, 142164), (11, 149012), (9, 173150), (5, 176082), (8, 288190), (12, 172930), (6, 177644)]",166870,2002443,0.6316
